poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
87033,140,Elway,2135,Cascade PBS (KCTS),Elway Research,87,Elway Research,1.9,-0.2,Live Phone/Text-to-Web,6.0,Washington,5/13/24,5/16/24,,"",,,,,200030,403,rv,,rv,,5/24/24 09:35,"",https://crosscut.com/politics/2024/05/poll-almost-half-wa-voters-are-undecided-governors-race,"",,,9533,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Cantwell,30973,Maria Cantwell,39.0
87033,140,Elway,2135,Cascade PBS (KCTS),Elway Research,87,Elway Research,1.9,-0.2,Live Phone/Text-to-Web,6.0,Washington,5/13/24,5/16/24,,"",,,,,200030,403,rv,,rv,,5/24/24 09:35,"",https://crosscut.com/politics/2024/05/poll-almost-half-wa-voters-are-undecided-governors-race,"",,,9533,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Garcia,31117,Raul Garcia,30.0
86963,568,YouGov,133,CBS News,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,Florida,5/10/24,5/16/24,,"",,,,,199322,1163,lv,,lv,,5/19/24 15:00,"",https://www.cbsnews.com/news/abortion-economy-inflation-poll-florida/,"",,,9509,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Mucarsel-Powell,31615,Debbie Mucarsel-Powell,37.0
86963,568,YouGov,133,CBS News,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,Florida,5/10/24,5/16/24,,"",,,,,199322,1163,lv,,lv,,5/19/24 15:00,"",https://www.cbsnews.com/news/abortion-economy-inflation-poll-florida/,"",,,9509,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Scott,31048,Rick Scott,45.0
86964,568,YouGov,133,CBS News,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,Arizona,5/10/24,5/16/24,,"",,,,,199323,1183,lv,,lv,,5/19/24 15:00,"",https://www.cbsnews.com/news/trump-biden-florida-arizona-poll-abortion-inflation-immigration-05-19-2024/,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,49.0
86964,568,YouGov,133,CBS News,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,Arizona,5/10/24,5/16/24,,"",,,,,199323,1183,lv,,lv,,5/19/24 15:00,"",https://www.cbsnews.com/news/trump-biden-florida-arizona-poll-abortion-inflation-immigration-05-19-2024/,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,36.0
86988,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Panel,6.0,Arizona,5/7/24,5/14/24,,"",,,,,199746,1003,rv,,rv,,5/23/24 09:13,"",https://www.noblepredictiveinsights.com/post/lake-still-leading-gop-senate-primary-but-losing-ground,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,46.0
86988,1800,Noble Predictive Insights,"","",Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Panel,6.0,Arizona,5/7/24,5/14/24,,"",,,,,199746,1003,rv,,rv,,5/23/24 09:13,"",https://www.noblepredictiveinsights.com/post/lake-still-leading-gop-senate-primary-but-losing-ground,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,36.0
87015,1609,Benenson Strategy Group/GS Strategy Group,579,Cook Political Report,BSG/GS Strategy Group,606,Benenson Strategy Group/GS Strategy Group,,,Online Panel/Text-to-Web,0.0,Arizona,5/6/24,5/13/24,,"",,,,,200293,527,lv,,lv,,5/30/24 15:30,"",https://www.cookpolitical.com/survey-research/2024-swing-state-project/why-senate-democrats-are-running-strong-even,"",false,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,46.0
87015,1609,Benenson Strategy Group/GS Strategy Group,579,Cook Political Report,BSG/GS Strategy Group,606,Benenson Strategy Group/GS Strategy Group,,,Online Panel/Text-to-Web,0.0,Arizona,5/6/24,5/13/24,,"",,,,,200293,527,lv,,lv,,5/30/24 15:30,"",https://www.cookpolitical.com/survey-research/2024-swing-state-project/why-senate-democrats-are-running-strong-even,"",false,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,41.0
87020,1609,Benenson Strategy Group/GS Strategy Group,579,Cook Political Report,BSG/GS Strategy Group,606,Benenson Strategy Group/GS Strategy Group,,,Online Panel/Text-to-Web,0.0,Pennsylvania,5/6/24,5/13/24,,"",,,,,200294,730,lv,,lv,,5/30/24 15:30,"",https://www.cookpolitical.com/survey-research/2024-swing-state-project/why-senate-democrats-are-running-strong-even,"",false,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Casey,30990,Robert P. Casey Jr.,49.0
87020,1609,Benenson Strategy Group/GS Strategy Group,579,Cook Political Report,BSG/GS Strategy Group,606,Benenson Strategy Group/GS Strategy Group,,,Online Panel/Text-to-Web,0.0,Pennsylvania,5/6/24,5/13/24,,"",,,,,200294,730,lv,,lv,,5/30/24 15:30,"",https://www.cookpolitical.com/survey-research/2024-swing-state-project/why-senate-democrats-are-running-strong-even,"",false,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,McCormick,30991,David McCormick,41.0
87021,1609,Benenson Strategy Group/GS Strategy Group,579,Cook Political Report,BSG/GS Strategy Group,606,Benenson Strategy Group/GS Strategy Group,,,Online Panel/Text-to-Web,0.0,Wisconsin,5/6/24,5/13/24,,"",,,,,200295,503,lv,,lv,,5/30/24 15:30,"",https://www.cookpolitical.com/survey-research/2024-swing-state-project/why-senate-democrats-are-running-strong-even,"",false,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Baldwin,31019,Tammy Baldwin,49.0
87021,1609,Benenson Strategy Group/GS Strategy Group,579,Cook Political Report,BSG/GS Strategy Group,606,Benenson Strategy Group/GS Strategy Group,,,Online Panel/Text-to-Web,0.0,Wisconsin,5/6/24,5/13/24,,"",,,,,200295,503,lv,,lv,,5/30/24 15:30,"",https://www.cookpolitical.com/survey-research/2024-swing-state-project/why-senate-democrats-are-running-strong-even,"",false,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hovde,31201,Eric D Hovde,37.0
86948,460,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,Minnesota,5/8/24,5/11/24,,"",,,,,199316,625,lv,,lv,,5/18/24 12:11,"",https://www.surveyusa.com/client/PollReport.aspx?g=ae5f601a-625d-48c4-9cab-1422079d2f2b,"",,,9516,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Klobuchar,31616,Amy Klobuchar,48.0
86948,460,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,Minnesota,5/8/24,5/11/24,,"",,,,,199316,625,lv,,lv,,5/18/24 12:11,"",https://www.surveyusa.com/client/PollReport.aspx?g=ae5f601a-625d-48c4-9cab-1422079d2f2b,"",,,9516,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Fraser,31759,Joe Fraser,34.0
86897,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Arizona,4/28/24,5/9/24,,"",,,,,198707,626,rv,,rv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,45.0
86897,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Arizona,4/28/24,5/9/24,,"",,,,,198707,626,rv,,rv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,41.0
86897,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Arizona,4/28/24,5/9/24,,"",,,,,198711,626,lv,,lv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,46.0
86897,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Arizona,4/28/24,5/9/24,,"",,,,,198711,626,lv,,lv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,43.0
86900,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nevada,4/28/24,5/9/24,,"",,,,,198708,614,rv,,rv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Rosen,31010,Jacky Rosen,40.0
86900,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nevada,4/28/24,5/9/24,,"",,,,,198708,614,rv,,rv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Brown,31105,Sam Brown,38.0
86900,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nevada,4/28/24,5/9/24,,"",,,,,198712,614,lv,,lv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Rosen,31010,Jacky Rosen,41.0
86900,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nevada,4/28/24,5/9/24,,"",,,,,198712,614,lv,,lv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Brown,31105,Sam Brown,41.0
86901,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Pennsylvania,4/28/24,5/9/24,,"",,,,,198709,1023,rv,,rv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Casey,30990,Robert P. Casey Jr.,46.0
86901,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Pennsylvania,4/28/24,5/9/24,,"",,,,,198709,1023,rv,,rv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,McCormick,30991,David McCormick,41.0
86901,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Pennsylvania,4/28/24,5/9/24,,"",,,,,198713,1023,lv,,lv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Casey,30990,Robert P. Casey Jr.,46.0
86901,1424,Siena/NYT,1875,The Philadelphia Inquirer,The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Pennsylvania,4/28/24,5/9/24,,"",,,,,198713,1023,lv,,lv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,McCormick,30991,David McCormick,44.0
86902,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Wisconsin,4/28/24,5/9/24,,"",,,,,198710,614,rv,,rv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Baldwin,31019,Tammy Baldwin,49.0
86902,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Wisconsin,4/28/24,5/9/24,,"",,,,,198710,614,rv,,rv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hovde,31201,Eric D Hovde,40.0
86902,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Wisconsin,4/28/24,5/9/24,,"",,,,,198714,614,lv,,lv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Baldwin,31019,Tammy Baldwin,49.0
86902,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Wisconsin,4/28/24,5/9/24,,"",,,,,198714,614,lv,,lv,,5/13/24 10:17,"",https://www.nytimes.com/2024/05/13/us/politics/biden-trump-battleground-poll.html,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hovde,31201,Eric D Hovde,42.0
86998,1361,SSRS,2037,Vanderbilt University,SSRS,297,SSRS,2.0,0.2,Live Phone,10.0,Tennessee,4/26/24,5/9/24,,"",,,,,199673,1003,rv,,rv,,5/22/24 12:16,"",https://www.vanderbilt.edu/csdi/Spring_2024_slides.pdf,"",,,9529,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Johnson,31095,Gloria Johnson,40.0
86998,1361,SSRS,2037,Vanderbilt University,SSRS,297,SSRS,2.0,0.2,Live Phone,10.0,Tennessee,4/26/24,5/9/24,,"",,,,,199673,1003,rv,,rv,,5/22/24 12:16,"",https://www.vanderbilt.edu/csdi/Spring_2024_slides.pdf,"",,,9529,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Blackburn,31096,Marsha Blackburn,51.0
86882,1102,Emerson,"960,1185,2089",The Hill | Nexstar | WDVM (DC News Now),Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Maryland,5/6/24,5/8/24,,"",,,,,198599,1115,rv,,rv,,5/9/24 09:26,"",https://emersoncollegepolling.com/maryland-2024-poll-alsobrooks-42-trone-41/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Alsobrooks,31370,Angela D. Alsobrooks,47.7
86882,1102,Emerson,"960,1185,2089",The Hill | Nexstar | WDVM (DC News Now),Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Maryland,5/6/24,5/8/24,,"",,,,,198599,1115,rv,,rv,,5/9/24 09:26,"",https://emersoncollegepolling.com/maryland-2024-poll-alsobrooks-42-trone-41/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hogan,31674,Larry Hogan,37.9
86882,1102,Emerson,"960,1185,2089",The Hill | Nexstar | WDVM (DC News Now),Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Maryland,5/6/24,5/8/24,,"",,,,,198600,1115,rv,,rv,,5/9/24 09:26,"",https://emersoncollegepolling.com/maryland-2024-poll-alsobrooks-42-trone-41/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Trone,31369,David J. Trone,48.7
86882,1102,Emerson,"960,1185,2089",The Hill | Nexstar | WDVM (DC News Now),Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Maryland,5/6/24,5/8/24,,"",,,,,198600,1115,rv,,rv,,5/9/24 09:26,"",https://emersoncollegepolling.com/maryland-2024-poll-alsobrooks-42-trone-41/,"",,,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hogan,31674,Larry Hogan,37.6
86881,383,PPP,32,Emily's List,Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,5/6/24,5/7/24,,"",,,,,198593,719,v,,v,,5/8/24 15:28,"",https://s3.documentcloud.org/documents/24654802/md-sen-ppp-for-emilys-list-may-2024.pdf,"",,DEM,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Alsobrooks,31370,Angela D. Alsobrooks,46.0
86881,383,PPP,32,Emily's List,Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,5/6/24,5/7/24,,"",,,,,198593,719,v,,v,,5/8/24 15:28,"",https://s3.documentcloud.org/documents/24654802/md-sen-ppp-for-emilys-list-may-2024.pdf,"",,DEM,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hogan,31674,Larry Hogan,37.0
86881,383,PPP,32,Emily's List,Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,5/6/24,5/7/24,,"",,,,,198594,719,v,,v,,5/8/24 15:28,"",https://s3.documentcloud.org/documents/24654802/md-sen-ppp-for-emilys-list-may-2024.pdf,"",,DEM,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Trone,31369,David J. Trone,47.0
86881,383,PPP,32,Emily's List,Public Policy Polling,263,Public Policy Polling,1.4,0.0,IVR/Text,4.0,Maryland,5/6/24,5/7/24,,"",,,,,198594,719,v,,v,,5/8/24 15:28,"",https://s3.documentcloud.org/documents/24654802/md-sen-ppp-for-emilys-list-may-2024.pdf,"",,DEM,9513,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hogan,31674,Larry Hogan,37.0
86889,750,Cherry Communications,12,Florida Chamber of Commerce,Cherry Communications,49,Cherry Communications,1.1,0.2,Live Phone,1.0,Florida,4/28/24,5/7/24,,"",,,,,198631,609,lv,,lv,,5/10/24 09:36,"",https://floridapolitics.com/archives/673574-poll-rick-scott-opens-up-15-point-lead-over-likely-democratic-opponent/,"",,REP,9509,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Mucarsel-Powell,31615,Debbie Mucarsel-Powell,39.0
86889,750,Cherry Communications,12,Florida Chamber of Commerce,Cherry Communications,49,Cherry Communications,1.1,0.2,Live Phone,1.0,Florida,4/28/24,5/7/24,,"",,,,,198631,609,lv,,lv,,5/10/24 09:36,"",https://floridapolitics.com/archives/673574-poll-rick-scott-opens-up-15-point-lead-over-likely-democratic-opponent/,"",,REP,9509,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Scott,31048,Rick Scott,54.0
86879,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,Wisconsin,5/2/24,5/6/24,,"",,,,,198586,1457,rv,,rv,,5/8/24 15:07,"",https://poll.qu.edu/poll-release?releaseid=3897,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Baldwin,31019,Tammy Baldwin,54.0
86879,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9.0,Wisconsin,5/2/24,5/6/24,,"",,,,,198586,1457,rv,,rv,,5/8/24 15:07,"",https://poll.qu.edu/poll-release?releaseid=3897,"",,,9534,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Hovde,31201,Eric D Hovde,42.0
86868,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,1.7,-0.3,Live Phone/Text-to-Web,2.0,Pennsylvania,4/24/24,4/30/24,,"",,,,,198535,600,lv,,lv,,5/7/24 18:01,"",https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/pennsylvania-older-voter-survey-2024-report.doi.10.26419-2fres.00813.001.pdf,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Casey,30990,Robert P. Casey Jr.,48.0
86868,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,1.7,-0.3,Live Phone/Text-to-Web,2.0,Pennsylvania,4/24/24,4/30/24,,"",,,,,198535,600,lv,,lv,,5/7/24 18:01,"",https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/pennsylvania-older-voter-survey-2024-report.doi.10.26419-2fres.00813.001.pdf,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,McCormick,30991,David McCormick,44.0
87159,1774,Digital Research,"","",Digital Research,64,Digital Research,1.4,0.1,Live Phone/Online Panel,3.0,Maine,4/8/24,4/30/24,,"",,,,,200856,609,rv,,rv,,6/12/24 14:17,"",https://www.digitalresearch.com/wp-content/uploads/2024/06/Critical-Insights-on-Maine-Public-Report-of-Findings-Spring-2024.pdf,"",,,9512,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Costello,36287,David Costello,12.0
87159,1774,Digital Research,"","",Digital Research,64,Digital Research,1.4,0.1,Live Phone/Online Panel,3.0,Maine,4/8/24,4/30/24,,"",,,,,200856,609,rv,,rv,,6/12/24 14:17,"",https://www.digitalresearch.com/wp-content/uploads/2024/06/Critical-Insights-on-Maine-Public-Report-of-Findings-Spring-2024.pdf,"",,,9512,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Kouzounas,36288,Demitroula Kouzounas,28.0
87159,1774,Digital Research,"","",Digital Research,64,Digital Research,1.4,0.1,Live Phone/Online Panel,3.0,Maine,4/8/24,4/30/24,,"",,,,,200856,609,rv,,rv,,6/12/24 14:17,"",https://www.digitalresearch.com/wp-content/uploads/2024/06/Critical-Insights-on-Maine-Public-Report-of-Findings-Spring-2024.pdf,"",,,9512,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,IND,King,36289,Angus S. King Jr.,57.0
86869,1308,Data Orbital,"","",Data Orbital,73,Data Orbital,2.9,-0.9,Live Phone,10.0,Arizona,4/27/24,4/29/24,,"",,,,,198534,550,lv,,lv,,5/7/24 18:01,"",https://dataorbital.com/az-general-election-poll-democrats-hold-slight-edge/,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,48.1
86869,1308,Data Orbital,"","",Data Orbital,73,Data Orbital,2.9,-0.9,Live Phone,10.0,Arizona,4/27/24,4/29/24,,"",,,,,198534,550,lv,,lv,,5/7/24 18:01,"",https://dataorbital.com/az-general-election-poll-democrats-hold-slight-edge/,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,43.9
86747,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,4/25/24,4/29/24,,"",,,,,197793,1000,rv,,rv,,4/30/24 09:15,"",https://emersoncollegepolling.com/trump-holds-edge-over-biden-in-seven-key-swing-state-polls/,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Gallego,30920,Ruben Gallego,45.3
86747,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,4/25/24,4/29/24,,"",,,,,197793,1000,rv,,rv,,4/30/24 09:15,"",https://emersoncollegepolling.com/trump-holds-edge-over-biden-in-seven-key-swing-state-polls/,"",,,9505,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Lake,30921,Kari Lake,43.1
86749,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,4/25/24,4/29/24,,"",,,,,197794,1000,rv,,rv,,4/30/24 09:15,"",https://emersoncollegepolling.com/trump-holds-edge-over-biden-in-seven-key-swing-state-polls/,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Casey,30990,Robert P. Casey Jr.,46.2
86749,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,4/25/24,4/29/24,,"",,,,,197794,1000,rv,,rv,,4/30/24 09:15,"",https://emersoncollegepolling.com/trump-holds-edge-over-biden-in-seven-key-swing-state-polls/,"",,,9527,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,McCormick,30991,David McCormick,42.1
86750,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,4/25/24,4/29/24,,"",,,,,197795,1000,rv,,rv,,4/30/24 09:15,"",https://emersoncollegepolling.com/trump-holds-edge-over-biden-in-seven-key-swing-state-polls/,"",,,9515,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Slotkin,31025,Elissa Slotkin,41.6
86750,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,4/25/24,4/29/24,,"",,,,,197795,1000,rv,,rv,,4/30/24 09:15,"",https://emersoncollegepolling.com/trump-holds-edge-over-biden-in-seven-key-swing-state-polls/,"",,,9515,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Rogers,31045,Mike Rogers,39.8
86752,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,4/25/24,4/29/24,,"",,,,,197796,1000,rv,,rv,,4/30/24 09:15,"",https://emersoncollegepolling.com/trump-holds-edge-over-biden-in-seven-key-swing-state-polls/,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,DEM,Rosen,31010,Jacky Rosen,45.2
86752,1102,Emerson,"960,1185",The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,4/25/24,4/29/24,,"",,,,,197796,1000,rv,,rv,,4/30/24 09:15,"",https://emersoncollegepolling.com/trump-holds-edge-over-biden-in-seven-key-swing-state-polls/,"",,,9521,2024,U.S. Senate,0,Class I,11/5/24,general,false,false,,REP,Brown,31105,Sam Brown,37.3
