poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,yes,no,alternate_answers
85626,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,1/14/24,1/16/24,,"",,190395,1472,rv,,rv,,1/17/24 10:50,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HvTrDQB.pdf,"",,,16.0,68.0,15.0
85578,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,1/7/24,1/9/24,,"",,190173,1593,a,,a,,1/10/24 10:02,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_O5mTWEc.pdf,"",,,19.0,56.0,26.0
85578,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,1/7/24,1/9/24,,"",,190174,1417,rv,,rv,,1/10/24 10:02,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wOkNqe4.pdf,"",,,18.0,62.0,20.0
85493,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,12/31/23,1/2/24,,"",,189619,1521,a,,a,,1/3/24 10:44,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_X9asmDv.pdf,"",,,18.0,58.0,24.0
85493,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,12/31/23,1/2/24,,"",,189620,1343,rv,,rv,,1/3/24 10:44,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_11nGFKX.pdf,"",,,20.0,62.0,19.0
85453,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,12/16/23,12/18/23,,"",,189308,1500,a,,a,,12/20/23 09:30,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_FBzrwMv.pdf,"",,,15.0,56.0,29.0
85453,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,12/16/23,12/18/23,,"",,189309,1336,rv,,rv,,12/20/23 09:30,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pJolTxJ.pdf,"",,,16.0,62.0,22.0
85408,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,12/13/23,12/14/23,,"",,189021,2034,rv,,rv,,12/15/23 18:39,"",https://harvardharrispoll.com/wp-content/uploads/2023/12/HHP_Dec23_KeyResults.pdf,"",,,35.0,58.0,7.0
85413,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone,6.0,,12/10/23,12/13/23,,"",,189063,1007,rv,,rv,,12/17/23 14:59,"",https://www.foxnews.com/official-polls/fox-news-poll-trumps-lead-gop-primary-widens,"",false,,19.0,77.0,4.0
85335,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,12/9/23,12/12/23,,"",,188707,1500,a,,a,,12/13/23 09:27,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_O1RjLdq.pdf,"",,,14.0,62.0,25.0
85335,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,12/9/23,12/12/23,,"",,188708,1332,rv,,rv,,12/13/23 09:27,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_y2MuS3t.pdf,"",,,14.0,69.0,17.0
85409,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,1.0,,12/7/23,12/10/23,,"",,189040,1052,lv,,lv,,12/16/23 14:54,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/657cbfcf5350902a33364e5a/1702674493048/Clarity+Omnibus+Overview+-+December+2023.pdf,"",,,23.0,62.0,16.0
84875,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,12/2/23,12/5/23,,"",,188004,1500,a,,a,,12/6/23 10:16,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_41LGsxk.pdf,"",,,16.0,59.0,25.0
84875,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,12/2/23,12/5/23,,"",,188005,1291,rv,,rv,,12/6/23 10:16,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BOEC4TZ.pdf,"",,,17.0,63.0,20.0
84878,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,9.0,,11/30/23,12/4/23,,"",,189164,803,a,,a,,12/18/23 12:02,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_121823/,"",,,17.0,77.0,6.0
84878,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,9.0,,11/30/23,12/4/23,,"",,189165,743,rv,,rv,,12/18/23 12:02,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_121823/,"",,,16.0,78.0,6.0
84832,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,11/25/23,11/27/23,,"",,187778,1500,a,,a,,11/29/23 09:47,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_hzXyZ87.pdf,"",,,15.0,62.0,23.0
84832,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,11/25/23,11/27/23,,"",,187779,1323,rv,,rv,,11/29/23 09:47,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3GgK6Vy.pdf,"",,,14.0,69.0,17.0
84819,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,11/18/23,11/20/23,,"",,187646,1500,a,,a,,11/22/23 09:02,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7kHym5K.pdf,"",,,19.0,55.0,25.0
84819,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,11/18/23,11/20/23,,"",,187647,1323,rv,,rv,,11/22/23 09:02,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ewAQzcE.pdf,"",,,20.0,61.0,19.0
84715,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,11/15/23,11/16/23,,"",,187442,2851,rv,,rv,,11/20/23 12:02,"",https://harvardharrispoll.com/wp-content/uploads/2023/11/HHP_Nov23_KeyResults.pdf,"",,,34.0,58.0,8.0
85640,568,YouGov,508,George Washington University,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,11/9/23,11/15/23,,"",,190456,1500,a,,a,,1/17/24 15:24,"",https://smpa.gwu.edu/gw-politics-poll-nov-23,"",,,25.5,67.3,7.1
84681,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,11/11/23,11/14/23,,"",,186250,1500,a,,a,,11/15/23 10:06,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_bKk3Qa1.pdf,"",,,19.0,58.0,24.0
84681,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,11/11/23,11/14/23,,"",,186251,1272,rv,,rv,,11/15/23 10:06,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_g1diQvj.pdf,"",,,19.0,63.0,17.0
84611,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,11/5/23,11/7/23,,"",,185161,1500,a,,a,,11/8/23 09:34,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_vaQYxHN.pdf,"",,,16.0,59.0,25.0
84611,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,11/5/23,11/7/23,,"",,185162,1313,rv,,rv,,11/8/23 09:34,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Vow57W6.pdf,"",,,18.0,63.0,20.0
84685,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,10.0,,11/2/23,11/7/23,,"",,186452,856,rv,,rv,,11/16/23 08:52,"",https://law.marquette.edu/poll/wp-content/uploads/2023/11/MLSPSC17ToplinesRV.html,"",,,27.0,73.0,0
84685,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,10.0,,11/2/23,11/7/23,,"",,186453,668,lv,,lv,,11/16/23 08:52,"",https://law.marquette.edu/poll/wp-content/uploads/2023/11/MLSPSC17ToplinesLV.html,"",,,23.0,77.0,0
84513,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,10/28/23,10/31/23,,"",,184344,1500,a,,a,,11/1/23 10:23,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_cIQloVR.pdf,"",,,14.0,62.0,25.0
84513,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,10/28/23,10/31/23,,"",,184345,1333,rv,,rv,,11/1/23 10:23,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bpzPgoE.pdf,"",,,14.0,67.0,19.0
84842,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,1.0,,10/20/23,10/26/23,,"",,187842,1169,lv,,lv,,11/30/23 11:34,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/656890f329371d10e8f85801/1701351669514/Clarity+Omnibus+Overview+-+October+2023.pdf,"",,,22.0,63.0,15.0
84487,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,10/21/23,10/24/23,,"",,184173,1500,a,,a,,10/25/23 10:56,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_WzgzhWp.pdf,"",,,12.0,64.0,23.0
84487,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,10/21/23,10/24/23,,"",,184174,1296,rv,,rv,,10/25/23 10:56,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_WzgzhWp.pdf,"",,,11.0,72.0,17.0
84495,169,Gallup,"","",Gallup,112,Gallup,2.5,-0.4,Live Phone,10.0,,10/2/23,10/23/23,,"",,184274,1009,a,,a,,10/27/23 09:28,"",https://news.gallup.com/poll/513305/democrats-ratings-biden-slip-overall-approval.aspx,"",,,13.0,84.0,3.0
84481,1832,Let's Preserve the American Dream,"","",Let's Preserve the American Dream,809,Let's Preserve the American Dream,,,Live Phone,2.5,,10/16/23,10/19/23,,"",,184120,1000,lv,,lv,,10/24/23 14:43,"",https://www.lptad.com/_files/ugd/cd4c37_912e6211dec24d428af59860ba8f033b.pdf,"",,REP,8.0,86.0,5.0
84467,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,7.0,,10/18/23,10/18/23,,"",,183987,2116,rv,,rv,,10/21/23 12:28,"",https://harvardharrispoll.com/wp-content/uploads/2023/10/HHP_Oct23_KeyResults.pdf,"",,,30.0,62.0,7.0
84446,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,10/14/23,10/17/23,,"",,183788,1500,a,,a,,10/18/23 11:07,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_3WmN9jD.pdf,"",,,16.0,61.0,23.0
84446,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,10/14/23,10/17/23,,"",,183789,1296,rv,,rv,,10/18/23 11:07,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uXN5Bmo.pdf,"",,,16.0,67.0,17.0
84440,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,,10/12/23,10/16/23,,"",,183816,1675,a,,a,,10/18/23 14:20,"",https://news.yahoo.com/house-speaker-chaos-new-poll-shows-americans-increasingly-blame-republicans-for-dysfunction-in-congress-184926836.html,"",,,12.0,65.0,22.0
84373,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,10/8/23,10/10/23,,"",,183429,1500,a,,a,,10/11/23 10:13,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8o4rs21.pdf,"",,,15.0,61.0,23.0
84373,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,10/8/23,10/10/23,,"",,183430,1319,rv,,rv,,10/11/23 10:13,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8o4rs21.pdf,"",,,15.0,67.0,18.0
84306,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/30/23,10/3/23,,"",,182731,1500,a,,a,,10/4/23 10:26,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_ZHdSXzq.pdf,"",,,14.0,62.0,25.0
84306,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/30/23,10/3/23,,"",,182732,1368,rv,,rv,,10/4/23 10:26,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZYxhZlV.pdf,"",,,16.0,65.0,20.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,182283,1500,a,,a,,9/27/23 09:49,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,"",,,14.0,63.0,24.0
84250,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/23/23,9/26/23,,"",,182284,1293,rv,,rv,,9/27/23 09:49,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,"",,,12.0,70.0,17.0
84293,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,,,9/20/23,9/25/23,,"",,182678,1062,lv,,lv,,10/2/23 21:11,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/651b174c0e30a96b37667612/1696274255301/Clarity+Omnibus+Overview+-+September+2023.pdf,"",,,20.0,65.0,15.0
84308,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,9/18/23,9/25/23,,"",,183078,1007,a,,a,,10/5/23 10:02,"",https://law.marquette.edu/poll/wp-content/uploads/2023/10/MLSPSC16Toplines.html,"",,,31.0,69.0,0
84308,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,9/18/23,9/25/23,,"",,183079,868,rv,,rv,,10/5/23 10:02,"",https://law.marquette.edu/poll/wp-content/uploads/2023/10/MLSPSC16ToplinesRV.html,"",,,30.0,70.0,0
84308,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,9/18/23,9/25/23,,"",,183080,690,lv,,lv,,10/5/23 10:02,"",https://law.marquette.edu/poll/wp-content/uploads/2023/10/MLSPSC16ToplinesLV.html,"",,,29.0,71.0,0
84244,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,,,9/19/23,9/24/23,,"",,182363,814,a,,a,,9/27/23 11:52,"",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_092723.pdf,"",,,17.0,74.0,9.0
84244,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,,,9/19/23,9/24/23,,"",,182364,737,rv,,rv,,9/27/23 11:52,"",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_092723.pdf,"",,,16.0,75.0,10.0
84248,169,Gallup,"","",Gallup,112,Gallup,2.5,-0.4,Live Phone,,,9/1/23,9/23/23,,"",,182263,1016,a,,a,,9/26/23 19:10,"",https://news.gallup.com/poll/511640/low-job-ratings-congress-biden-persist.aspx,"",,,17.0,82.0,1.0
84192,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/17/23,9/19/23,,"",,181880,1500,a,,a,,9/20/23 11:38,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Os7FqGN.pdf,"",,,16.0,61.0,24.0
84192,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/17/23,9/19/23,,"",,181881,1303,rv,,rv,,9/20/23 11:38,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xf4D6qH.pdf,"",,,14.0,66.0,20.0
84165,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,,,9/13/23,9/14/23,,"",,181628,2103,rv,,rv,,9/15/23 20:41,"",https://harvardharrispoll.com/wp-content/uploads/2023/09/HHP_Sept23_KeyResults.pdf,"",,,32.0,58.0,9.0
84136,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/10/23,9/12/23,,"",,181354,1500,a,,a,,9/13/23 09:54,"",https://docs.cdn.yougov.com/0d5jmcbf98/econtoplines.pdf,"",,,17.0,58.0,26.0
84136,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/10/23,9/12/23,,"",,181355,1334,rv,,rv,,9/13/23 09:54,"",https://docs.cdn.yougov.com/xttgobsv8q/econTabReport.pdf,"",,,15.0,65.0,19.0
84158,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone,,,9/9/23,9/12/23,,"",,181627,1012,rv,,rv,,9/15/23 20:41,"",https://www.foxnews.com/official-polls/fox-news-poll-voters-split-over-biden-impeachment-inquiry,"",false,,19.0,76.0,5.0
84117,568,YouGov,133,CBS News,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/5/23,9/8/23,,"",,181294,2335,a,,a,,9/11/23 09:58,"",https://www.cbsnews.com/news/age-president-senator-performance-concerns-outweigh-benefits-of-experience/,"",,,22.0,78.0,0
84095,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/2/23,9/5/23,,"",,181013,1500,a,,a,,9/6/23 12:56,"",https://docs.cdn.yougov.com/8ssfdycdra/econtoplines.pdf,"",,,16.0,60.0,25.0
84095,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,9/2/23,9/5/23,,"",,181014,1329,rv,,rv,,9/6/23 12:56,"",https://docs.cdn.yougov.com/ze05ewgo9y/econTabReport.pdf,"",,,16.0,63.0,21.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/26/23,8/29/23,,"",,180653,1500,a,,a,,8/30/23 10:29,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",,,15.0,61.0,24.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/26/23,8/29/23,,"",,180654,1303,rv,,rv,,8/30/23 10:29,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",,,16.0,64.0,19.0
83962,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/19/23,8/22/23,,"",,179890,1500,a,,a,,8/23/23 10:37,"",https://docs.cdn.yougov.com/f2l1urt62v/econtoplines.pdf,"",,,18.0,59.0,23.0
83962,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/19/23,8/22/23,,"",,179891,1309,rv,,rv,,8/23/23 10:37,"",https://docs.cdn.yougov.com/qaelwix52p/econTabReport.pdf,"",,,18.0,63.0,18.0
83951,1416,HarrisX,2017,American Free Enterprise Chamber of Commerce,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,,,,8/17/23,8/21/23,,"",,179947,2327,rv,,rv,,8/23/23 12:41,"",https://harrisx.com/2023/08/amfree-presidential-race-2024/,"",,REP,34.0,57.0,9.0
84156,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,,,8/10/23,8/16/23,,"",,181547,2018,lv,,lv,,9/14/23 13:48,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/6503070f173dcb6cc26f9025/1694697234331/Clarity+Omnibus+Overview+-+August+2023.pdf,"",,,25.0,59.0,16.0
83418,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/12/23,8/15/23,,"",,178829,1500,a,,a,,8/16/23 10:08,"",https://docs.cdn.yougov.com/m40l43fusr/econtoplines.pdf,"",,,16.0,58.0,26.0
83418,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/12/23,8/15/23,,"",,178830,1321,rv,,rv,,8/16/23 10:08,"",https://docs.cdn.yougov.com/18ox1hne2s/econTabReport.pdf,"",,,16.0,64.0,20.0
83395,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,,,8/5/23,8/10/23,,"",,178750,1200,a,,a,,8/14/23 09:17,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-1,"",,,33.0,55.0,12.0
83395,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,,,8/5/23,8/10/23,,"",,178751,1000,rv,,rv,,8/14/23 09:17,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-1,"",,,34.0,56.0,10.0
83375,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/5/23,8/8/23,,"",,178633,1500,a,,a,,8/9/23 09:55,"",https://docs.cdn.yougov.com/m1aanznso5/econtoplines.pdf,"",,,17.0,57.0,26.0
83375,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,8/5/23,8/8/23,,"",,178634,1178,rv,,rv,,8/9/23 09:55,"",https://docs.cdn.yougov.com/gr0zwln1rr/econTabReport.pdf,"",,,18.0,59.0,23.0
83331,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/29/23,8/1/23,,"",,178352,1500,a,,a,,8/2/23 10:18,"",https://docs.cdn.yougov.com/m6zgcvnfe7/econtoplines.pdf,"",,,16.0,58.0,26.0
83331,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/29/23,8/1/23,,"",,178353,1324,rv,,rv,,8/2/23 10:18,"",https://docs.cdn.yougov.com/nrdcezwpcn/econTabReport.pdf,"",,,17.0,63.0,21.0
83287,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/22/23,7/25/23,,"",,176108,1500,a,,a,,7/26/23 10:06,"",https://docs.cdn.yougov.com/s3axh7nmif/econtoplines.pdf,"",,,20.0,54.0,25.0
83287,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/22/23,7/25/23,,"",,176109,1306,rv,,rv,,7/26/23 10:06,"",https://docs.cdn.yougov.com/pvpz4fi6ym/econTabReport.pdf,"",,,21.0,57.0,23.0
83260,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,,,7/19/23,7/20/23,,"",,175915,2068,rv,,rv,,7/23/23 15:29,"",https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,"",,,34.0,56.0,10.0
83233,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/15/23,7/18/23,,"",,175706,1500,a,,a,,7/19/23 09:48,"",https://docs.cdn.yougov.com/ygyh2hpfz0/econtoplines.pdf,"",,,17.0,58.0,25.0
83233,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/15/23,7/18/23,,"",,175707,1315,rv,,rv,,7/19/23 09:48,"",https://docs.cdn.yougov.com/ay6e0ph68l/econTabReport.pdf,"",,,18.0,61.0,22.0
83235,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone,,,7/12/23,7/17/23,,"",,175749,910,a,,a,,7/19/23 11:13,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_071923/,"",,,22.0,68.0,10.0
83235,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone,,,7/12/23,7/17/23,,"",,175750,840,rv,,rv,,7/19/23 11:13,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_071923/,"",,,20.0,69.0,11.0
83288,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,7/7/23,7/12/23,,"",,176616,1005,a,,a,,7/27/23 09:18,"",https://law.marquette.edu/poll/wp-content/uploads/2023/07/MLSPSC15NationalIssuesPressRelease.pdf,"",,,31.0,68.0,0
83288,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.0,Probability Panel,,,7/7/23,7/12/23,,"",,176617,788,rv,,rv,,7/27/23 09:18,"",https://law.marquette.edu/poll/wp-content/uploads/2023/07/MLSPSC15NationalIssuesPressRelease.pdf,"",,,32.0,68.0,0
83189,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/8/23,7/11/23,,"",,175521,1500,a,,a,,7/12/23 11:15,"",https://docs.cdn.yougov.com/hv5z68z2e8/econtoplines.pdf,"",,,16.0,61.0,23.0
83189,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/8/23,7/11/23,,"",,175522,1296,rv,,rv,,7/12/23 11:15,"",https://docs.cdn.yougov.com/03l1353cs3/econTabReport.pdf,"",,,17.0,64.0,20.0
83143,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/1/23,7/5/23,,"",,175347,1500,a,,a,,7/5/23 16:52,"",https://docs.cdn.yougov.com/kpnwbn3sup/econTabReport.pdf,"",,,16.0,61.0,22.0
83143,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,7/1/23,7/5/23,,"",,175348,1350,rv,,rv,,7/5/23 16:52,"",https://docs.cdn.yougov.com/kpnwbn3sup/econTabReport.pdf,"",,,17.0,62.0,21.0
84155,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,,,6/23/23,6/29/23,,"",,181546,1063,lv,,lv,,9/14/23 13:48,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/6503069b327c3e71f25343ea/1694697118361/Clarity+Omnibus+Overview+-+June+2023.pdf,"",,,25.0,60.0,15.0
83115,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/24/23,6/27/23,,"",,175105,1500,a,,a,,6/28/23 11:35,"",https://docs.cdn.yougov.com/gbiijqwbnw/econtoplines.pdf,"",,,14.0,60.0,26.0
83115,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,,,6/24/23,6/27/23,,"",,175106,1315,rv,,rv,,6/28/23 11:35,"",https://docs.cdn.yougov.com/01qmicwezl/econTabReport.pdf,"",,,15.0,63.0,22.0
